55101	https://zenodo.org/api/records/55101	https://doi.org/10.5281/zenodo.55101	md5:9081e8f98cfe7aeca9f80a9ba754b7e0	https://zenodo.org/api/files/b06d77fc-af43-468c-8593-03dfe475f6a4/amino-acids-card-game-v1.0.zip	1798364	zip	amino-acids-card-game-v1.0.zip	A mnemonic card game for your amino acids	publication
58822	https://zenodo.org/api/records/58822	https://doi.org/10.1186/s12859-016-0995-8	md5:46604f9870109d0caa246aa15ab2162c	https://zenodo.org/api/files/614025c4-5e7b-45d3-a2ae-ebd7bc041ce3/12859_2016_995_MOESM3_ESM.zip	44919	zip	12859_2016_995_MOESM3_ESM.zip	Do little interactions get lost in dark random forests?	publication
59808	https://zenodo.org/api/records/59808	https://doi.org/10.5281/zenodo.59808	md5:04c3a943d7c4ec9e19b6a2eb4d3d2be9	https://zenodo.org/api/files/c2d55978-0138-4b72-ab27-b26e1a17653b/Spoon-Knife-1.0.zip	1570	zip	Spoon-Knife-1.0.zip	Spoon-Knife: Lalala	lesson
59870	https://zenodo.org/api/records/59870	https://doi.org/10.5281/zenodo.59870	md5:ce36dd2dd660d0ddbad3b1082f7bffb4	https://zenodo.org/api/files/aa833446-98ab-4420-96a0-c08b4d2801e5/vanvans.github.io-giraffe.zip	454196	zip	vanvans.github.io-giraffe.zip	vanvans.github.io: turtle	lesson
238109	https://zenodo.org/api/records/238109	https://doi.org/10.5281/zenodo.238109	md5:7c55f2978777c1b91f52161dee36e5c0	https://zenodo.org/api/files/1542d019-1c6d-42b8-872e-c56d6b9637d5/lukeburns/maxwells-equations-v0.3.zip	289779	zip	lukeburns/maxwells-equations-v0.3.zip	lukeburns/maxwells-equations: Draft 3	publication
278219	https://zenodo.org/api/records/278219	https://doi.org/10.5281/zenodo.278219	md5:35016683d99c9926816ce32fe83e27e8	https://zenodo.org/api/files/9df68975-7c6e-4965-8c46-83a8ac74ab4a/git-novice-2017.02.zip	2173806	zip	git-novice-2017.02.zip	Software Carpentry: Version Control with Git	lesson
495237	https://zenodo.org/api/records/495237	https://doi.org/10.5281/zenodo.495237	md5:28500528990ceb9f227e0c4959d79a34	https://zenodo.org/api/files/3f060cad-e4da-4ae3-a154-6d281254bcb7/Henriques-Rokem-Garyfallidis-St-Jean-Peterson-Correia-2017-1.0.zip	1278585	zip	Henriques-Rokem-Garyfallidis-St-Jean-Peterson-Correia-2017-1.0.zip	[Re] Optimization of a free water elimination two-compartment model for diffusion tensor imaging	publication
569744	https://zenodo.org/api/records/569744	https://doi.org/10.5281/zenodo.569744	md5:072d1f12a199a00a5c304c16cad413cb	https://zenodo.org/api/files/e04f2073-03a9-41d3-af21-6cf3d06757ec/Relazione%20pluviometrica%20Mal%C3%A8.zip	3876152	zip	Relazione pluviometrica Malè.zip	Relazione di costruzioni idrauliche - Curve di possibilità pluviometrica	publication
831389	https://zenodo.org/api/records/831389	https://doi.org/10.5281/zenodo.831389	md5:669863d1ee0e1f70a5bfc62a9dc24377	https://zenodo.org/api/files/be1e06cd-7376-4400-879e-aedb450c32dc/4_merged.zip	6248322	zip	4_merged.zip	ADVANCES IN FOOD SCIENCE AND NUTRITION	publication
2529078	https://zenodo.org/api/records/2529078	https://doi.org/10.5281/zenodo.2529078	md5:baa4248771fab0d3fd1160015a7d2ecc	https://zenodo.org/api/files/f349cfe5-908c-4736-aeb9-509cb00261d3/waauwa/HYY_kurssi-v1.0.0.zip	1502737	zip	waauwa/HYY_kurssi-v1.0.0.zip	waauwa/HYY_kurssi: First release	lesson
2535536	https://zenodo.org/api/records/2535536	https://doi.org/10.5281/zenodo.2535536	md5:03bd93cfbdf4a72ff08e3fbb64562683	https://zenodo.org/api/files/71a9ec1b-8bf5-46e0-b4ee-c30a4ee0766a/S1.2.Morphometric_study_Before_Photos.zip	217531910	zip	S1.2.Morphometric_study_Before_Photos.zip	Bases for morphometric study of Cottus sp. fish	image
2535536	https://zenodo.org/api/records/2535536	https://doi.org/10.5281/zenodo.2535536	md5:66759139808a839694558a763fa956ff	https://zenodo.org/api/files/71a9ec1b-8bf5-46e0-b4ee-c30a4ee0766a/S1.3.Morphometric_study_After_Exp_Photos.zip	202022705	zip	S1.3.Morphometric_study_After_Exp_Photos.zip	Bases for morphometric study of Cottus sp. fish	image
2535652	https://zenodo.org/api/records/2535652	https://doi.org/10.5281/zenodo.2535652	md5:a16a72e3a9715e8b3782f5bfab2aa183	https://zenodo.org/api/files/27d9fff0-d166-4a9a-9e04-4a51f2ca3405/S3.3.Trans-UP-LIVERS.zip	67901	zip	S3.3.Trans-UP-LIVERS.zip	Collection of graphs presenting gene expression for transgressively up-regulated genes in livers.	image
1038562	https://zenodo.org/api/records/1038562	https://doi.org/10.5281/zenodo.1038562	md5:37a59bd864e173e13b32c5a6f70396e3	https://zenodo.org/api/files/f178311c-32cf-40ab-a9ee-7d030cba949a/Relazione%20idrologia.zip	128366580	zip	Relazione idrologia.zip	Seconda relazione idrologia	publication
2573865	https://zenodo.org/api/records/2573865	https://doi.org/10.5281/zenodo.2573865	md5:fd781dc4c49e13733f51108db6cb9301	https://zenodo.org/api/files/ba8f9c1c-a22b-4254-91f1-65d215a80656/Diaspora_proof_of_concept.zip	168025842	zip	Diaspora_proof_of_concept.zip	A Collaborative Access Control Framework for Online Social Networks	publication
2573865	https://zenodo.org/api/records/2573865	https://doi.org/10.5281/zenodo.2573865	md5:fca0d01ef21565eaa0d33a065deae4f8	https://zenodo.org/api/files/ba8f9c1c-a22b-4254-91f1-65d215a80656/experiments.zip	7004	zip	experiments.zip	A Collaborative Access Control Framework for Online Social Networks	publication
1078527	https://zenodo.org/api/records/1078527	https://doi.org/10.5281/zenodo.1078527	md5:1e3bfba002bbc066b2df0a15cacf0570	https://zenodo.org/api/files/2f31b3f6-ffc3-433f-a4b9-3094faee293f/LIMA2dot5_CIBU_512_GMD.zip	850950	zip	LIMA2dot5_CIBU_512_GMD.zip	A representation of the collisional ice break-up process in the two-moment microphysics scheme LIMA v1.0 of Meso-NH	publication
1098228	https://zenodo.org/api/records/1098228	https://doi.org/10.5281/zenodo.1098228	md5:79b97e4573095bd444ac15b14993c129	https://zenodo.org/api/files/a67c50f9-92d7-44f3-ba98-bc2ac3d8e586/titanic_survival_exploration-master.zip	348117	zip	titanic_survival_exploration-master.zip	Predicting Passenger Survival Rates on the Titanic	publication
3095009	https://zenodo.org/api/records/3095009	https://doi.org/10.5281/zenodo.3095009	md5:bfb074d5109885037cd257a2617cfc6b	https://zenodo.org/api/files/c647cf9f-72c0-4a4b-9d15-ef2e9af5705a/NPM_List_OF_Trivial_Packages.zip	550981	zip	NPM_List_OF_Trivial_Packages.zip	On the Impact of Using Trivial Packages: An Empirical Case Study on npm and PyPI	other
3095009	https://zenodo.org/api/records/3095009	https://doi.org/10.5281/zenodo.3095009	md5:2a0e6344832789267fdb6defb4513a76	https://zenodo.org/api/files/c647cf9f-72c0-4a4b-9d15-ef2e9af5705a/Python_List_Of_Trivial_Packages.zip	324123	zip	Python_List_Of_Trivial_Packages.zip	On the Impact of Using Trivial Packages: An Empirical Case Study on npm and PyPI	other
2603600	https://zenodo.org/api/records/2603600	https://doi.org/10.5281/zenodo.2603600	md5:00bcd1a817bb8f09074964ebe2d3c4c0	https://zenodo.org/api/files/fc3c1c84-559d-42a8-90b6-bb78920177b1/2017_bildsten.zip	2604997	zip	2017_bildsten.zip	Gravitational contraction phase for low mass objects	lesson
2603644	https://zenodo.org/api/records/2603644	https://doi.org/10.5281/zenodo.2603644	md5:24cf2eb9b4b4b20413416a5056420250	https://zenodo.org/api/files/43d0ce72-ff41-4658-b28a-072b6596ed61/2015_bildsten.zip	3237879	zip	2015_bildsten.zip	Particle Diffusion	lesson
2616549	https://zenodo.org/api/records/2616549	https://doi.org/10.5281/zenodo.2616549	md5:7e4cbe81f019767ff7fe92af94d149b9	https://zenodo.org/api/files/6f00f3f6-d08a-4e15-9df4-a2b3d0abd102/hpc-uk/archer-benchmarks-report.03.2019.zip	94243194	zip	hpc-uk/archer-benchmarks-report.03.2019.zip	Single node performance comparison report	other
1148776	https://zenodo.org/api/records/1148776	https://doi.org/10.5281/zenodo.1148776	md5:06505971cd137f27e0061dda23fc4e4c	https://zenodo.org/api/files/adcac338-6dfe-4939-a5bf-22ce5accc71a/camel-master.zip	5852742	zip	camel-master.zip	CAMEL and Application Rules	other
2643202	https://zenodo.org/api/records/2643202	https://doi.org/10.5281/zenodo.2643202	md5:16779f80b52f707a79e78c9707635c6b	https://zenodo.org/api/files/6e784250-02f3-43de-95a5-5c4548dd82c1/supplementary%20materials.zip	339982963	zip	supplementary materials.zip	Supplementary File: A High-Throughput Assay for Congenital and Age-Related Eye Diseases in Zebrafish	publication
1156212	https://zenodo.org/api/records/1156212	https://doi.org/10.5281/zenodo.1156212	md5:e87f3d2b48595cc55de25a28b9c287de	https://zenodo.org/api/files/7b10b600-99f2-45af-8164-f1080be25af8/stefanocoretta/2017-ultrafest-v1.0.0.zip	763298	zip	stefanocoretta/2017-ultrafest-v1.0.0.zip	stefanocoretta/2017-ultrafest: v1.0.0	presentation
2653063	https://zenodo.org/api/records/2653063	https://doi.org/10.5281/zenodo.2653063	md5:b665b5be83ccdab4d0eb74d43d1dda18	https://zenodo.org/api/files/9390de7c-b758-4d52-9f39-d3bbf0c4d7c7/cells-488615-SI.zip	158956922	zip	cells-488615-SI.zip	Supplementary File: A Cleared View on Retinal Organoids	publication
1164307	https://zenodo.org/api/records/1164307	https://doi.org/10.5281/zenodo.1164307	md5:40477811570b8809a1d1b069b2a7e4bc	https://zenodo.org/api/files/323a7597-8a9d-4377-b8f9-dd373bb6fb5c/HydroSHEDS%20catchment.zip	428932	zip	HydroSHEDS catchment.zip	Output files corresponding to "Opportunities and challenges in computing fresh groundwater discharge to continental coastlines: A multimodel comparison for the United States Gulf and Atlantic Coasts"	publication
1164307	https://zenodo.org/api/records/1164307	https://doi.org/10.5281/zenodo.1164307	md5:2ed9f54d91db434b5a17f743347c5e14	https://zenodo.org/api/files/323a7597-8a9d-4377-b8f9-dd373bb6fb5c/HydroSHEDS%20coastline.zip	418750	zip	HydroSHEDS coastline.zip	Output files corresponding to "Opportunities and challenges in computing fresh groundwater discharge to continental coastlines: A multimodel comparison for the United States Gulf and Atlantic Coasts"	publication
1164307	https://zenodo.org/api/records/1164307	https://doi.org/10.5281/zenodo.1164307	md5:df7c3f4a7e4316325941aa7d2106f408	https://zenodo.org/api/files/323a7597-8a9d-4377-b8f9-dd373bb6fb5c/NHDPlus%20catchment.zip	22033317	zip	NHDPlus catchment.zip	Output files corresponding to "Opportunities and challenges in computing fresh groundwater discharge to continental coastlines: A multimodel comparison for the United States Gulf and Atlantic Coasts"	publication
1164307	https://zenodo.org/api/records/1164307	https://doi.org/10.5281/zenodo.1164307	md5:47806cfec2d927948f77bba42563679d	https://zenodo.org/api/files/323a7597-8a9d-4377-b8f9-dd373bb6fb5c/NHDPlus%20coastline.zip	5024685	zip	NHDPlus coastline.zip	Output files corresponding to "Opportunities and challenges in computing fresh groundwater discharge to continental coastlines: A multimodel comparison for the United States Gulf and Atlantic Coasts"	publication
2658706	https://zenodo.org/api/records/2658706	https://doi.org/10.5281/zenodo.2658706	md5:6ac605f0da71fc6fa01e1623f6fec240	https://zenodo.org/api/files/e78ad372-ca0d-408d-aafc-88b4df7f69c0/TeenSuicide.zip	2728061	zip	TeenSuicide.zip	A Study of Factors that Propel Teen Suicide	presentation
3150858	https://zenodo.org/api/records/3150858	https://doi.org/10.5281/zenodo.3150858	md5:a91e5ac453c82ff658e04d247c26d7b2	https://zenodo.org/api/files/63dbbe74-5d21-4336-b6eb-2af0da0b1b00/supplementary.zip	25642815	zip	supplementary.zip	Solid State and Solution Study on the Formation of Inorganic Anion Complexes with a Series of Tetrazine-Based Ligands	publication
2678059	https://zenodo.org/api/records/2678059	https://doi.org/10.5281/zenodo.2678059	md5:f4ede4b45a41bcc92f14b0d6fdc4af57	https://zenodo.org/api/files/fb55a89a-d418-4622-a34f-070e0862fcc6/SMEW_database.zip	303196384	zip	SMEW_database.zip	Database of Spoken Multisyllabic English Words (SMEW)	video
1219705	https://zenodo.org/api/records/1219705	https://doi.org/10.5281/zenodo.1219705	md5:ce77859a75f81a173eb1d4797bb620d5	https://zenodo.org/api/files/57c3a27d-dd6b-4c63-a384-2af3fb545a13/paper_ARITH18.zip	3562	zip	paper_ARITH18.zip	ARITH18	publication
3227651	https://zenodo.org/api/records/3227651	https://doi.org/10.5281/zenodo.3227651	md5:27fc9a96b26d1240bab2a9d947e008bb	https://zenodo.org/api/files/5f1bb065-16bf-420c-b8a9-74d0e83c38d6/supplementary%20file.zip	200449	zip	supplementary file.zip	supplementary file	other
1251333	https://zenodo.org/api/records/1251333	https://doi.org/10.5281/zenodo.1251333	md5:daca6dbda3d7e8f63cd63de1f1e400a4	https://zenodo.org/api/files/e934c4b3-70ae-4214-b045-10e166125907/swcarpentry/r-novice-gapminder-es-v2018.05-1.zip	5124022	zip	swcarpentry/r-novice-gapminder-es-v2018.05-1.zip	swcarpentry/r-novice-gapminder-es: Software Carpentry, R Novice Gapminder in Spanish, v2018.05-1	lesson
1252121	https://zenodo.org/api/records/1252121	https://doi.org/10.5281/zenodo.1252121	md5:08008136c6ed160270b1229766db2db0	https://zenodo.org/api/files/564bed3d-dc27-4abf-86a2-f1350fb1e7ae/Lehavim%20LTER%20main%20results.zip	9382987	zip	Lehavim LTER main results.zip	ASU-BGU -Project - Echohydrology of semi-arid environments	publication
1255656	https://zenodo.org/api/records/1255656	https://doi.org/10.5281/zenodo.1255656	md5:ef29dae3627fdee94af622aa370eb4d1	https://zenodo.org/api/files/47a99f39-261b-4063-9292-0cec6c950499/Presentations.zip	81270338	zip	Presentations.zip	Towards cultural change in data management - data stewardship in practice	presentation
3234913	https://zenodo.org/api/records/3234913	https://doi.org/10.5281/zenodo.3234913	md5:9607f42343765245cc38fec8ffb1b352	https://zenodo.org/api/files/40a479b0-62c3-46eb-8175-5122d851dd41/phenology_estimators.zip	403445832	zip	phenology_estimators.zip	Code and data used in the study: Estimating transition dates from status-based phenological observations: a test of methods	other
3238451	https://zenodo.org/api/records/3238451	https://doi.org/10.5281/zenodo.3238451	md5:a9f7c677d5fc256576cce8ea60f180f9	https://zenodo.org/api/files/c4374c8b-2aff-4a5d-8ac1-afd5a90a0684/PNR2019_ver1.0.zip	752223	zip	PNR2019_ver1.0.zip	Documentazione consolidata PNR2/2019 - parte 2/3 - Anagrafiche	publication
3241840	https://zenodo.org/api/records/3241840	https://doi.org/10.5281/zenodo.3241840	md5:1c962dcd06ce66c60211221aabec3831	https://zenodo.org/api/files/2876ba46-b90d-4e07-a8a9-395628fdaf96/Supplementary.zip	416354	zip	Supplementary.zip	supplementary	publication
3244076	https://zenodo.org/api/records/3244076	https://doi.org/10.5281/zenodo.3244076	md5:e4e1f005b2f5e27b624f5d590408a6c5	https://zenodo.org/api/files/751d4b22-9cf6-4c87-b823-b5cd87e6deb3/TaskDetection_SupplementalMaterial.zip	191334	zip	TaskDetection_SupplementalMaterial.zip	Supplementary Material for the Paper "Detecting Developers' Task Switches and Types"	other
3245374	https://zenodo.org/api/records/3245374	https://doi.org/10.5281/zenodo.3245374	md5:8fa70fcceec6f0eeb757ac43acdb38f2	https://zenodo.org/api/files/4f2abd85-48aa-4318-b022-0dd8d5b0ba97/all2bass.zip	96028180	zip	all2bass.zip	Trained models: Supervised symbolic music style translation using synthetic data	other
3245374	https://zenodo.org/api/records/3245374	https://doi.org/10.5281/zenodo.3245374	md5:5d323f345d8da8abe43b3a24f040accd	https://zenodo.org/api/files/4f2abd85-48aa-4318-b022-0dd8d5b0ba97/all2piano.zip	96063858	zip	all2piano.zip	Trained models: Supervised symbolic music style translation using synthetic data	other
3245374	https://zenodo.org/api/records/3245374	https://doi.org/10.5281/zenodo.3245374	md5:223d3f97a33ce65388da2f735f51a095	https://zenodo.org/api/files/4f2abd85-48aa-4318-b022-0dd8d5b0ba97/bass2bass_roll2seq.zip	96159805	zip	bass2bass_roll2seq.zip	Trained models: Supervised symbolic music style translation using synthetic data	other
3245374	https://zenodo.org/api/records/3245374	https://doi.org/10.5281/zenodo.3245374	md5:193f01cabc1f462224027bbeb483e0a9	https://zenodo.org/api/files/4f2abd85-48aa-4318-b022-0dd8d5b0ba97/bass2bass_seq2seq.zip	81571427	zip	bass2bass_seq2seq.zip	Trained models: Supervised symbolic music style translation using synthetic data	other
3245374	https://zenodo.org/api/records/3245374	https://doi.org/10.5281/zenodo.3245374	md5:eab79c51e24353cc83f2d29717672337	https://zenodo.org/api/files/4f2abd85-48aa-4318-b022-0dd8d5b0ba97/piano2piano.zip	95954312	zip	piano2piano.zip	Trained models: Supervised symbolic music style translation using synthetic data	other
3250643	https://zenodo.org/api/records/3250643	https://doi.org/10.5281/zenodo.3250643	md5:07ff54e55c5590e6cec082eaa39d77cf	https://zenodo.org/api/files/7ca5cf28-28a2-4d9b-ba53-d24fae282924/Supplementary%207.zip	158584	zip	Supplementary 7.zip	The diversity of Anopheles blood feeding patterns suggest different malaria protection strategies in different localities	publication
3265367	https://zenodo.org/api/records/3265367	https://doi.org/10.5281/zenodo.3265367	md5:f7a8e977803b6c0cd18e840775f3fb53	https://zenodo.org/api/files/cb9df964-0c4e-4829-a6a4-b9739ccf3c19/DMPs.zip	170620	zip	DMPs.zip	maDMPTransloator - DMP and maDMP resources	publication
3265933	https://zenodo.org/api/records/3265933	https://doi.org/10.5281/zenodo.3265933	md5:fbd26e973f7e4bffe79604c40680989a	https://zenodo.org/api/files/e17f9cae-59ab-4339-a369-c2c4df2a0e3d/fig.zip	1446045	zip	fig.zip	qclsip: The Quantum Cascade Laser Stock Image Project.	image
3265933	https://zenodo.org/api/records/3265933	https://doi.org/10.5281/zenodo.3265933	md5:d676a9dc876a70f0f6e2b91f62f22b7b	https://zenodo.org/api/files/e17f9cae-59ab-4339-a369-c2c4df2a0e3d/qclsip-1.1.zip	25442	zip	qclsip-1.1.zip	qclsip: The Quantum Cascade Laser Stock Image Project.	image
3270609	https://zenodo.org/api/records/3270609	https://doi.org/10.5281/zenodo.3270609	md5:cf865e89057760c7300f7fb5780f96ba	https://zenodo.org/api/files/ffd1ccdb-25b2-4b01-9310-7f8013a34a3b/Template_FGEL_UERJ_2019.zip	1560746	zip	Template_FGEL_UERJ_2019.zip	Latex template - Thesis and Dissertations of FGEL/UERJ	other
1297063	https://zenodo.org/api/records/1297063	https://doi.org/10.5281/zenodo.1297063	md5:e583b0f8eb017f2754e3effcac87b85f	https://zenodo.org/api/files/aebd3190-62e5-4dbb-a8c7-655039ee5058/mromanello/DigiClass_UniRostock2017-2018-06-24.zip	40659553	zip	mromanello/DigiClass_UniRostock2017-2018-06-24.zip	mromanello/DigiClass_UniRostock2017: 2018-06-24	lesson
1297736	https://zenodo.org/api/records/1297736	https://doi.org/10.5281/zenodo.1297736	md5:c9ac3ffbbbe8f1443ac4cf00d86bdb9e	https://zenodo.org/api/files/1fd6799f-0916-438c-a466-0f16730d5adc/Chang2018Appendix.zip	39149830	zip	Chang2018Appendix.zip	Chang2018Appendix	publication
2791636	https://zenodo.org/api/records/2791636	https://doi.org/10.5281/zenodo.2791636	md5:9e230e77abc04a62fb764bd675cd56f9	https://zenodo.org/api/files/c44015bc-4bc4-40b5-a4ac-419c94a47536/submission.zip	3413126480	zip	submission.zip	Results and Reproduction Data for "Incremental Product Line Verification: A Performance Experiment with the Dead Code Analysis"	publication
1306636	https://zenodo.org/api/records/1306636	https://doi.org/10.5281/zenodo.1306636	md5:60c914bd9e815349ccd6fd4268e26126	https://zenodo.org/api/files/c9eb3e46-8cf5-44e4-82ca-04b7fb2dede1/asd.zip	198109	zip	asd.zip	Final_Test	publication
1306968	https://zenodo.org/api/records/1306968	https://doi.org/10.5281/zenodo.1306968	md5:fff54ffcb86b3b93e17cb680036c1d5a	https://zenodo.org/api/files/2f45b6e4-367f-479a-ae97-203d6e7ce21f/labordynamicsinstitute/ncrncobib-Fall2017b.zip	459770	zip	labordynamicsinstitute/ncrncobib-Fall2017b.zip	Bibliography of the NSF-Census Research Network	publication
3309582	https://zenodo.org/api/records/3309582	https://doi.org/10.5281/zenodo.3309582	md5:ad89a20f38c8e5fe27770bf84d328b62	https://zenodo.org/api/files/8d04570a-c77d-4d4f-8f33-bb5d3a6844ac/RE2019-Paper96.zip	4071950	zip	RE2019-Paper96.zip	Supplementary Material for "Requirements Classification with Interpretable Machine Learning and Dependency Parsing"	other
1319183	https://zenodo.org/api/records/1319183	https://doi.org/10.5281/zenodo.1319183	md5:b27543cf84c42495ac3289dc7d1b205d	https://zenodo.org/api/files/d35db6e6-1df8-4b0a-a4cc-98d2096319e8/LFEdataset2.zip	80705507	zip	LFEdataset2.zip	LFEdataset2	publication
3350897	https://zenodo.org/api/records/3350897	https://doi.org/10.5281/zenodo.3350897	md5:f84d503dd364eab28a1629e61cef3d19	https://zenodo.org/api/files/c7cdb839-591d-461d-82cc-e4911306cc4a/Data_S3.zip	831795523	zip	Data_S3.zip	Predicting Kinase Inhibitor Resistance: Physics-Based and Data-Driven Approaches (Data S3)	other
3358175	https://zenodo.org/api/records/3358175	https://doi.org/10.5281/zenodo.3358175	md5:06ba0a4273e763639759b43a6f63e7f3	https://zenodo.org/api/files/05c24bd6-8ac2-49d3-92bf-685bd9514700/Supplementary%20File.zip	3639554	zip	Supplementary File.zip	Modeling the potential global distribution of Phenacoccus madeirensis under climate change models	publication
1342120	https://zenodo.org/api/records/1342120	https://doi.org/10.5281/zenodo.1342120	md5:bb3b9e59621ca6d95d961f524bc9f066	https://zenodo.org/api/files/3693f975-155a-4715-9b2c-3dcb0d919286/ds-modules/exec_ed-v1.0.zip	13577599	zip	ds-modules/exec_ed-v1.0.zip	ds-modules/exec_ed v1.0	lesson
1345320	https://zenodo.org/api/records/1345320	https://doi.org/10.5281/zenodo.1345320	md5:53f27548878632ff3aa33e20d5f13627	https://zenodo.org/api/files/c67c17b8-6409-4add-999a-cd457c954705/hms-dbmi/Reproducible_FAIR_NHANES-v1.2.zip	423001	zip	hms-dbmi/Reproducible_FAIR_NHANES-v1.2.zip	Reproducible_FAIR_NHANES	other
3364467	https://zenodo.org/api/records/3364467	https://doi.org/10.5281/zenodo.3364467	md5:4e46bbacdf643eb34329de4374630ed8	https://zenodo.org/api/files/f00aacab-2dd2-4b48-af2c-e4d9dd998de1/counts.zip	853128984	zip	counts.zip	A Systematic Evaluation of Single Cell RNA-seq Analysis Pipelines - Data Repository	publication
3364467	https://zenodo.org/api/records/3364467	https://doi.org/10.5281/zenodo.3364467	md5:18377e11e5338c9adc6bedb0dfec1724	https://zenodo.org/api/files/f00aacab-2dd2-4b48-af2c-e4d9dd998de1/Figure1.zip	73278812	zip	Figure1.zip	A Systematic Evaluation of Single Cell RNA-seq Analysis Pipelines - Data Repository	publication
3364467	https://zenodo.org/api/records/3364467	https://doi.org/10.5281/zenodo.3364467	md5:4afc0a4e2d042560e67c05a00b41b883	https://zenodo.org/api/files/f00aacab-2dd2-4b48-af2c-e4d9dd998de1/Figure2.zip	73278812	zip	Figure2.zip	A Systematic Evaluation of Single Cell RNA-seq Analysis Pipelines - Data Repository	publication
3364467	https://zenodo.org/api/records/3364467	https://doi.org/10.5281/zenodo.3364467	md5:f42dd120be86db8fa92090b513820098	https://zenodo.org/api/files/f00aacab-2dd2-4b48-af2c-e4d9dd998de1/Figure3.zip	365857	zip	Figure3.zip	A Systematic Evaluation of Single Cell RNA-seq Analysis Pipelines - Data Repository	publication
3364467	https://zenodo.org/api/records/3364467	https://doi.org/10.5281/zenodo.3364467	md5:0c9d6fc1be9ef291a789c5a2a6ba99a9	https://zenodo.org/api/files/f00aacab-2dd2-4b48-af2c-e4d9dd998de1/Figure4.zip	20593234	zip	Figure4.zip	A Systematic Evaluation of Single Cell RNA-seq Analysis Pipelines - Data Repository	publication
3364467	https://zenodo.org/api/records/3364467	https://doi.org/10.5281/zenodo.3364467	md5:d8759a6addcdad61bd56271b4f981f28	https://zenodo.org/api/files/f00aacab-2dd2-4b48-af2c-e4d9dd998de1/Figure5.zip	8086290	zip	Figure5.zip	A Systematic Evaluation of Single Cell RNA-seq Analysis Pipelines - Data Repository	publication
